"ENSG00000275852\tLINC01742"
"ENSG00000240057\tNEPRO-AS1"
"ENSG00000229866\tOR2J3"
"ENSG00000279631\t"
"ENSG00000239001\tRNU6-420P"
"ENSG00000218890\tNUFIP1P1"
"ENSG00000270372\t"
"ENSG00000282782\tCYP4F34P"
"ENSG00000226724\tHRGP2"
"ENSG00000256691\t"
"ENSG00000270593\t"
"ENSG00000100577\tGSTZ1"
"ENSG00000269505\tZNF92P2"
"ENSG00000241406\tRN7SL515P"
"ENSG00000236697\tGPSM3"
"ENSG00000213963\t"
"ENSG00000211590\tMIR802"
"ENSG00000230718\t"
"ENSG00000290847\tPRAMENP"
"ENSG00000284722\t"
"ENSG00000263923\t"
"ENSG00000181852\tRNF41"
"ENSG00000211638\tIGLV8-61"
"ENSG00000205946\tUSP17L6P"
"ENSG00000082258\tCCNT2"
"ENSG00000273554\t"
"ENSG00000254496\tCBX3P8"
"ENSG00000207139\tY_RNA"
"ENSG00000235532\tLINC00402"
"ENSG00000211855\tTRAJ34"
"ENSG00000197943\tPLCG2"
"ENSG00000224634\tZNF736P6Y"
"ENSG00000290947\t"
"ENSG00000224310\tLINC01567"
"ENSG00000047315\tPOLR2B"
"ENSG00000186281\tGPAT2"
"ENSG00000215866\tLINC01356"
"ENSG00000275186\t"
"ENSG00000199994\tRNA5SP145"
"ENSG00000268458\t"
"ENSG00000244550\t"
"LRG_571\tPLG"
"ENSG00000162636\tEEIG2"
"ENSG00000232394\t"
"ENSG00000277670\t"
"ENSG00000269353\t"
"ENSG00000207590\tMIR215"
"ENSG00000212694\tLINC01089"
"ENSG00000278395\t"
"ENSG00000251779\tY_RNA"
"LRG_850\tTNNT3"
"ENSG00000280431\t"
"ENSG00000237877\tLINC01473"
"ENSG00000281550\t"
"ENSG00000284825\t"
"ENSG00000244245\t"
"ENSG00000234650\tPCCA-AS1"
"ENSG00000251014\tTMEM183AP6"
"ENSG00000285752\tCDC42-AS1"
"ENSG00000143457\tGOLPH3L"
"ENSG00000207930\tMIR603"
"LRG_777\tCBS"
"ENSG00000132612\tVPS4A"
"ENSG00000225612\t"
"ENSG00000185269\tNOTUM"
"ENSG00000286731\t"
"ENSG00000290744\t"
"ENSG00000270111\tCELF2-DT"
"ENSG00000289605\t"
"ENSG00000283845\tMIR4721"
"ENSG00000287879\t"
"ENSG00000284088\tKIR2DP1"
"ENSG00000291546\t"
"ENSG00000219451\tRPL23P8"
"ENSG00000279214\t"
"ENSG00000178585\tCTNNBIP1"
"ENSG00000283733\tMIR146A"
"ENSG00000280049\t"
"ENSG00000229903\tTSBP1-AS1"
"ENSG00000257773\tST13P3"
"ENSG00000215930\tMIR942"
"ENSG00000181101\tENTR1P2"
"ENSG00000213735\tANAPC10P1"
"ENSG00000187550\tSBK2"
"ENSG00000275982\tY_RNA"
"ENSG00000258357\tNSA2P2"
"ENSG00000284981\tUPK3BL2"
"ENSG00000273286\tRPL13P"
"ENSG00000273944\tRDH13"
"ENSG00000204160\tZDHHC18"
"ENSG00000284716\t"
"ENSG00000221040\tU3"
"ENSG00000115310\tRTN4"
"ENSG00000224122\tPOU6F2-AS1"
"ENSG00000291195\t"
"ENSG00000186063\tAIDA"
"ENSG00000240427\tRPS26P34"
"ENSG00000286591\t"
"ENSG00000284673\t"
"ENSG00000180376\tCCDC66"
"ENSG00000243720\tRPL21P127"
"ENSG00000010319\tSEMA3G"
"ENSG00000282614\tDND1P1"
"ENSG00000255446\t"
"ENSG00000281213\tLINC03100"
"ENSG00000241484\tARHGAP8"
"ENSG00000074356\tNCBP3"
"ENSG00000289082\t"
"ENSG00000290839\t"
"ENSG00000261457\t"
"ENSG00000199444\tY_RNA"
"ENSG00000271499\t"
"ENSG00000222741\tRNA5SP229"
"ENSG00000252640\t"
"ENSG00000254893\tRAP1BL"
"ENSG00000175518\tUBQLNL"
"ENSG00000282737\tLINC01044"
"ENSG00000286111\t"
"ENSG00000234701\tPRDX3P3"
"ENSG00000229356\tLRRC3-DT"
"ENSG00000226936\tB3GALT4"
"ENSG00000224278\t"
"ENSG00000232433\tGXYLT1P3"
"ENSG00000148229\tPOLE3"
"ENSG00000129152\tMYOD1"
"ENSG00000263833\tY_RNA"
"ENSG00000185264\tCIMIP4"
"ENSG00000143545\tRAB13"
"ENSG00000215522\tDDR1"
"ENSG00000274941\tCNOT3"
"ENSG00000264644\tKRT18P8"
"ENSG00000285007\tREC8"
"ENSG00000119688\tABCD4"
"ENSG00000180662\tRPL21P8"
"ENSG00000155622\tXAGE2"
"ENSG00000288485\tELP5"
"ENSG00000289642\t"
"ENSG00000277709\tKIR3DL2"
"ENSG00000291032\t"
"ENSG00000139168\tZCRB1"
"ENSG00000251334\t"
"ENSG00000289595\t"
"ENSG00000292245\tOR52E1"
"ENSG00000234732\tRPEP5"
"ENSG00000282830\tCALB2"
"ENSG00000124164\tVAPB"
"ENSG00000289928\t"
"ENSG00000237050\tTRIM31-AS1"
"ENSG00000212961\tHNRNPA1P40"
"ENSG00000187003\tACTL7A"
"ENSG00000260471\tPPIAP49"
"ENSG00000277901\t"
"ENSG00000270106\tTSNAX-DISC1"
"ENSG00000279848\t"
"ENSG00000233010\tRPEP4"
"ENSG00000253339\t"
"ENSG00000290027\t"
"ENSG00000228252\tCOL6A4P2"
"ENSG00000199921\tRNU6-161P"
"ENSG00000162704\tARPC5"
"ENSG00000096006\tCRISP3"
"ENSG00000171396\tKRTAP4-4"
"ENSG00000204764\tRANBP17"
"ENSG00000107566\tERLIN1"
"ENSG00000184792\tOSBP2"
"ENSG00000260880\tHCCAT5"
"ENSG00000248925\tPDCD6-DT"
"ENSG00000163125\tRPRD2"
"ENSG00000065613\tSLK"
"ENSG00000226782\t"
"ENSG00000284659\t"
"ENSG00000277694\t"
"ENSG00000244565\tPOLR2DP2"
"ENSG00000228295\tLINC00392"
"ENSG00000229432\tC6orf15"
"ENSG00000178665\tZNF713"
"ENSG00000014914\tMTMR11"
"ENSG00000141371\tCHCT1"
"ENSG00000207168\tSNORA15"
"ENSG00000275618\tBFAR"
"ENSG00000229835\tKHSRPP1"
"ENSG00000231118\tPPIAP9"
"ENSG00000288017\t"
"ENSG00000207781\tMIR625"
"ENSG00000234729\tAGER"
"ENSG00000227597\tWASF1P1"
"ENSG00000253099\tRNU2-60P"
"ENSG00000254342\t"
"ENSG00000234101\tOR2W1"
"ENSG00000285581\t"
"ENSG00000279974\t"
"ENSG00000288614\t"
"ENSG00000283631\t"
"ENSG00000151718\tWWC2"
"ENSG00000229372\tSZT2-AS1"
"ENSG00000163331\tDAPL1"
"ENSG00000280748\t"
"ENSG00000207867\tMIR514A3"
"ENSG00000291593\t"
"ENSG00000288136\t"
"ENSG00000135476\tESPL1"
"ENSG00000011143\tMKS1"
"ENSG00000290079\t"
"ENSG00000164035\tEMCN"
"ENSG00000282546\t"
"ENSG00000199516\tY_RNA"
"ENSG00000255291\tHMGB1P40"
"LRG_1420\tMYO7A"
"ENSG00000248205\tH3P17"
"ENSG00000129595\tEPB41L4A"
"ENSG00000235305\tDDX39BP2"
"ENSG00000286899\t"
"ENSG00000225127\tLINC00237"
"ENSG00000168918\tINPP5D"
"ENSG00000254409\t"
"ENSG00000125355\tTMEM255A"
"ENSG00000247199\tFBXO38-DT"
"ENSG00000253141\t"
"ENSG00000202189\tSNORA30B"
"ENSG00000136098\tNEK3"
"ENSG00000257043\tSRSF3P1"
"ENSG00000180305\tWFDC10A"
"ENSG00000260229\tPPIAP51"
"ENSG00000226867\tSSX21P"
"ENSG00000258457\tAJUBA-DT"
"ENSG00000255670\t"
"ENSG00000241158\tADAMTS9-AS1"
"ENSG00000266145\tRHOT1P1"
"ENSG00000286307\t"
"ENSG00000047188\tYTHDC2"
"ENSG00000092421\tSEMA6A"
"ENSG00000111652\tCOPS7A"
"ENSG00000158864\tNDUFS2"
"ENSG00000168268\tNT5DC2"
"ENSG00000166710\tB2M"
"ENSG00000078142\tPIK3C3"
"ENSG00000280814\t"
"ENSG00000277181\tKIR3DL2"
"ENSG00000229897\tSEPTIN7P7"
"ENSG00000207652\tMIR621"
"ENSG00000225002\t"
"ENSG00000228309\tLINC01350"
"ENSG00000048740\tCELF2"
"ENSG00000271679\tLSM1P2"
"ENSG00000273024\tINTS4P2"
"ENSG00000245105\tA2M-AS1"
"ENSG00000177261\tENSAP3"
"ENSG00000226576\t"
"ENSG00000223661\tC4B-AS1"
"ENSG00000232367\tTAP1"
"ENSG00000227973\tPIN4P1"
"ENSG00000235421\t"
"ENSG00000139874\tSSTR1"
"ENSG00000259054\tLINC02332"
"ENSG00000284960\tVPS51P14"
"ENSG00000267284\t"
"ENSG00000277464\tRN7SL286P"
"ENSG00000267244\t"
"ENSG00000232679\tLINC01705"
"ENSG00000276668\t"
"ENSG00000291869\tIFNL3P1"
"ENSG00000241334\tRPL35AP33"
"ENSG00000119714\tGPR68"
"ENSG00000273935\tCDH12P4"
"ENSG00000233444\t"
"ENSG00000224628\t"
"ENSG00000291421\tBAHCC1"
"ENSG00000165655\tZNF503"
"ENSG00000252906\tSCARNA3"
"ENSG00000275861\tTBC1D3I"
"ENSG00000235514\tLLPHP2"
"ENSG00000125875\tTBC1D20"
"ENSG00000236540\t"
"ENSG00000270712\t"
"ENSG00000273069\t"
"ENSG00000249231\tCASC16"
"ENSG00000101439\tCST3"
"ENSG00000221325\tMIR1200"
"ENSG00000163521\tGLB1L"
"ENSG00000201379\tRNU4-76P"
"ENSG00000261665\tTUBAP4"
"ENSG00000135090\tTAOK3"
"ENSG00000198049\tAVPR1B"
"ENSG00000168828\tOR13J1"
"ENSG00000091831\tESR1"
"ENSG00000271355\t"
"ENSG00000293195\t"
"ENSG00000181781\tCIMAP1D"
"ENSG00000199550\tY_RNA"
"ENSG00000224509\tMRPS9-AS2"
"ENSG00000259954\tIL21R-AS1"
"ENSG00000177186\tOR2M7"
"ENSG00000274884\t"
"ENSG00000197079\tKRT35"
"ENSG00000214546\t"
"ENSG00000226923\tMCCD1"
"ENSG00000222209\tRNA5SP56"
"ENSG00000280516\tTMEM42"
"ENSG00000250148\tKRT8P31"
"ENSG00000281986\tIGHV3-36"
"ENSG00000206531\tCD200R1L"
"ENSG00000261629\t"
"ENSG00000275917\tCHRFAM7A"
"ENSG00000260087\tPCMTD1P2"
"ENSG00000213934\tHBG1"
"ENSG00000283019\t"
"ENSG00000172531\tPPP1CA"
"ENSG00000215537\tZNF736P11Y"
"ENSG00000259058\t"
"ENSG00000166321\tNUDT13"
"ENSG00000207757\tMIR93"
"ENSG00000124588\tNQO2"
"ENSG00000165891\tE2F7"
"ENSG00000254201\t"
"ENSG00000076258\tFMO4"
"ENSG00000285041\t"
"ENSG00000287144\t"
"ENSG00000271100\t"
"ENSG00000234794\tHLA-DRA"
"ENSG00000271220\t"
"ENSG00000215805\t"
"ENSG00000270090\t"
"ENSG00000197329\tPELI1"
"ENSG00000169325\tGUSBP12"
"ENSG00000197312\tDDI2"
"ENSG00000246877\tDNM1P35"
"ENSG00000211678\tIGLJ3"
"ENSG00000274988\tMIR6876"
"ENSG00000086288\tNME8"
"ENSG00000265289\t"
"ENSG00000254193\t"
"ENSG00000230160\t"
"ENSG00000228653\tHNRNPCP7"
"ENSG00000228800\t"
"ENSG00000211691\tTRGJP"
"ENSG00000285939\t"
"ENSG00000290825\tDDX11L2"
"ENSG00000185792\tNLRP9"
"ENSG00000226331\tRPL23AP28"
"ENSG00000291496\tITGA9-AS1"
"ENSG00000223407\tUSP9YP18"
"ENSG00000260258\t"
"ENSG00000129472\tRAB2B"
"ENSG00000292438\tFAM90A12"
"ENSG00000223731\tSUPT20HL1"
"ENSG00000242071\tRPL7AP6"
"ENSG00000231592\tSAR1AP1"
"ENSG00000227007\tLINC01247"
"LRG_104\tSBDS"
"ENSG00000244694\tPTCHD4"
"ENSG00000266876\t"
"ENSG00000173699\tSPATA3"
"ENSG00000276873\t"
"ENSG00000096088\tPGC"
"ENSG00000277391\tMIR6881"
"ENSG00000283156\t"
"ENSG00000101255\tTRIB3"
"ENSG00000251834\tRNU6-319P"
"ENSG00000259793\t"
"ENSG00000171735\tCAMTA1"
"ENSG00000261242\t"
"ENSG00000231576\tMTCO2P20"
"ENSG00000238078\tLINC01352"
"ENSG00000199360\tRNU6-1115P"
"ENSG00000281230\tSERTAD4"
"ENSG00000289466\t"
"ENSG00000138115\tCYP2C8"
"ENSG00000215256\tDHRS4-AS1"
"ENSG00000228451\tSDAD1P1"
"ENSG00000282868\tPRR27"
"ENSG00000227243\tSLAMF6P1"
"ENSG00000278530\tCHMP1B2P"
"ENSG00000183960\tKCNH8"
"ENSG00000125531\tFNDC11"
"ENSG00000242850\tRPL23AP68"
"ENSG00000215529\tEFCAB8"
"ENSG00000276897\t"
"ENSG00000273976\tGOLGA6L1"
"ENSG00000222777\tRNU6-233P"
"ENSG00000259987\tDUX4L46"
"ENSG00000212397\t"
"ENSG00000213484\tEIF4A1P8"
"ENSG00000274473\tSCT"
"ENSG00000267192\t"
"LRG_608\tCBL"
"ENSG00000284345\t"
"ENSG00000228518\tSURF6P1"
"ENSG00000259436\tPOU2F2-AS2"
"ENSG00000262892\t"
"ENSG00000185272\tRBM11"
"ENSG00000088782\tDEFB127"
"ENSG00000230964\t"
"ENSG00000278594\t"
"ENSG00000283602\t"
"LRG_729\tCARD11"
"ENSG00000254935\t"
"ENSG00000252022\tSNORD33"
"ENSG00000129353\tSLC44A2"
"ENSG00000272333\tKMT2B"
"ENSG00000135776\tABCB10"
"ENSG00000179994\tSPDYE7P"
"ENSG00000228408\t"
"ENSG00000232458\tLINC01450"
"ENSG00000213362\tFTH1P12"
"ENSG00000290492\t"
"ENSG00000231881\t"
"ENSG00000273083\tNOP56P1"
"ENSG00000291902\t"
"ENSG00000076356\tPLXNA2"
"ENSG00000117154\tIGSF21"
"ENSG00000278103\tMIR8060"
"ENSG00000284190\tMIR21"
"ENSG00000277357\tNPAP1P7"
"ENSG00000251898\tSCARNA11"
"ENSG00000288433\t"
"ENSG00000289984\t"
"ENSG00000230973\t"
"ENSG00000199450\tRNA5SP276"
"ENSG00000287854\t"
"ENSG00000257563\t"
"ENSG00000237421\tUBDP1"
"ENSG00000224082\tUBTFL8"
"ENSG00000266666\tMIR4325"
"ENSG00000260698\t"
"ENSG00000151881\tTMEM267"
"ENSG00000161807\tOR7G1"
"ENSG00000249200\t"
"ENSG00000220948\tTRIM51G"
"ENSG00000205089\tCCNI2"
"ENSG00000291802\tPIP4P1"
"ENSG00000291408\t"
"ENSG00000267470\tZNF571-AS1"
"ENSG00000286056\t"
"ENSG00000286923\t"
"ENSG00000270933\t"
"ENSG00000207407\t"
"ENSG00000226415\tTPI1P1"
"ENSG00000290075\t"
"ENSG00000267920\tSNX6P1"
"ENSG00000132383\tRPA1"
"ENSG00000225774\tSIRPAP1"
"ENSG00000129003\tVPS13C"
"ENSG00000233381\tAK4P3"
"ENSG00000253721\tSUMO2P20"
"ENSG00000214147\tENAHP1"
"ENSG00000255466\tOR5AL2P"
"ENSG00000248713\tC4orf54"
"ENSG00000091844\tRGS17"
"ENSG00000247092\tSNHG10"
"ENSG00000214248\t"
"ENSG00000273778\tMIR6765"
"ENSG00000277978\t"
"ENSG00000189252\tSPANXN3"
"ENSG00000275036\tMIR8086"
"ENSG00000256125\tFAM32EP"
"ENSG00000139572\tGPR84"
"ENSG00000111845\tPAK1IP1"
"ENSG00000258282\tBTF3P2"
"ENSG00000237661\tTNIP2P1"
"ENSG00000165178\tNCF1C"
"ENSG00000259652\t"
"ENSG00000207495\tRNY3P10"
"ENSG00000251504\tLINC01099"
"ENSG00000205277\tMUC12"
"ENSG00000132744\tACY3"
"ENSG00000260596\tDUX4"
"ENSG00000285577\t"
"ENSG00000272821\t"
"ENSG00000277177\tLILRA6"
"ENSG00000291104\tBTN2A3P"
"ENSG00000200118\tY_RNA"
"ENSG00000248746\tACTN3"
"ENSG00000256915\t"
"LRG_1095\tADGRV1"
"ENSG00000118217\tATF6"
"ENSG00000184056\tVPS33B"
"ENSG00000262905\t"
"ENSG00000228122\tMTND1P17"
"ENSG00000285691\t"
"ENSG00000226180\t"
"ENSG00000274387\t"
"ENSG00000228771\t"
"ENSG00000212163\tSNORD91A"
"ENSG00000154975\tCA10"
"LRG_355\tIL17RA"
"ENSG00000259478\t"
"ENSG00000263275\t"
"ENSG00000286408\t"
"ENSG00000229105\tASTN2-AS1"
"ENSG00000265889\tY_RNA"
"ENSG00000273551\t"
"ENSG00000243845\tRN7SL30P"
"ENSG00000173262\tSLC2A14"
"ENSG00000231671\tLINC01307"
"ENSG00000267643\t"
"ENSG00000188051\tTMEM221"
"ENSG00000240877\tRN7SL521P"
"ENSG00000198457\tCYP21A2"
"ENSG00000151239\tTWF1"
"ENSG00000263517\t"
"ENSG00000234943\t"
"ENSG00000272772\t"
"ENSG00000276489\tMIR6829"
"ENSG00000285776\t5S_rRNA"
"ENSG00000164619\tBMPER"
"ENSG00000087087\tSRRT"
"ENSG00000276269\t"
"ENSG00000185716\tMOSMO"
"ENSG00000147488\tST18"
"ENSG00000233376\t"
"ENSG00000187601\tMAGEH1"
"ENSG00000213005\tPTTG3P"
"ENSG00000254999\tBRK1"
"ENSG00000252404\t"
"ENSG00000287681\t"
"ENSG00000099999\tRNF215"
"LRG_497\tFANCC"
"ENSG00000278987\t"
"ENSG00000293269\t"
"ENSG00000161091\tMFSD12"
"ENSG00000292096\tHAT1"
"ENSG00000248730\tEGFLAM-AS4"
"ENSG00000258646\t"
"ENSG00000108518\tPFN1"
"ENSG00000105467\tSYNGR4"
"ENSG00000112029\tFBXO5"
"ENSG00000273167\t"
"LRG_1121\tIKZF1"
"ENSG00000263958\tNETO1-DT"
"ENSG00000289941\t"
"ENSG00000172967\tXKR3"
"ENSG00000283117\tMGC4859"
"ENSG00000291179\t"
"ENSG00000259883\tEHD4-AS1"
"ENSG00000262156\tAPOBEC3A"
"ENSG00000249373\t"
"ENSG00000225189\tREREP1Y"
"ENSG00000205846\tCLEC6A"
"ENSG00000287702\t"
"ENSG00000278181\t"
"ENSG00000004455\tAK2"
"ENSG00000220130\t"
"ENSG00000138964\tPARVG"
"ENSG00000105136\tZNF419"
"ENSG00000278654\t"
"LRG_56\tDNMT3B"
"ENSG00000270159\t"
"ENSG00000151466\tSCLT1"
"ENSG00000129480\tDTD2"
"ENSG00000291180\t"
"ENSG00000252329\t"
"ENSG00000160883\tHK3"
"ENSG00000237891\tUBE2V1P16"
"ENSG00000179611\tDGKZP1"
"ENSG00000293339\t"
"ENSG00000275158\tTRBV12-5"
"ENSG00000281641\tSAMD12-AS1"
"ENSG00000185950\tIRS2"
"ENSG00000281839\tLINC02735"
"ENSG00000284288\tMIR378D2"
"ENSG00000213214\tARHGEF35"
"ENSG00000254430\tOR6M3P"
"ENSG00000260075\tNSFP1"
"ENSG00000214046\tSMIM7"
"ENSG00000225530\tSP3P"
"ENSG00000253510\t"
"ENSG00000220240\t"
"ENSG00000108759\tKRT32"
"ENSG00000275208\tMIR6745"
"ENSG00000291711\t"
"ENSG00000006047\tYBX2"
"ENSG00000261174\tHMGB1P33"
"ENSG00000038945\tMSR1"
"ENSG00000158079\tPTPDC1"
"ENSG00000254298\t"
"ENSG00000184012\tTMPRSS2"
"ENSG00000253334\t"
"ENSG00000290797\t"
"ENSG00000134443\tGRP"
"ENSG00000108691\tCCL2"
"ENSG00000170619\tCOMMD5"
"ENSG00000249620\tH3P18"
"ENSG00000223259\tRNA5SP508"
"ENSG00000273473\t"
"ENSG00000237904\t"
"ENSG00000226148\tSLC25A39P1"
"ENSG00000292416\t"
"ENSG00000279172\t"
"ENSG00000250584\tLINC01511"
"ENSG00000151632\tAKR1C2"
"ENSG00000273807\t"
"ENSG00000260368\t"
"ENSG00000126259\tKIRREL2"
"ENSG00000276904\tDUX4L14"
"ENSG00000202431\tRNU6-438P"
"ENSG00000219222\tRPL12P47"
"ENSG00000285122\tPIGY-DT"
"ENSG00000159527\tPGLYRP3"
"ENSG00000124226\tRNF114"
"ENSG00000257766\t"
"ENSG00000288353\tARHGAP17"
"ENSG00000260612\t"
"ENSG00000259224\tSLC35G6"
"ENSG00000254816\t"
"ENSG00000184677\tZBTB40"
"ENSG00000175928\tLRRN1"
"ENSG00000237754\t"
"ENSG00000254543\tHSPD1P2"
"LRG_1110\tGNAQ"
"ENSG00000197067\tOR2T32P"
"ENSG00000261611\t"
"ENSG00000204954\tUQCC6"
"ENSG00000237110\tTAAR9"
"ENSG00000255533\t"
"ENSG00000260120\t"
"ENSG00000229946\tB3GNT2P1"
"ENSG00000218107\t"
"ENSG00000222985\tRNU2-14P"
"ENSG00000272537\t"
"ENSG00000258932\tMIR3171HG"
"ENSG00000146918\tNCAPG2"
"ENSG00000264869\t"
"ENSG00000239040\tY_RNA"
"ENSG00000276454\t"
"ENSG00000265480\tKRT18P55"
"ENSG00000177688\tSUMO4"
"ENSG00000266273\t"
"ENSG00000248647\t"
"ENSG00000173918\tC1QTNF1"
"ENSG00000288105\t"
"ENSG00000248912\t"
"ENSG00000252423\tRNU6-229P"
"ENSG00000224683\tRPL36AP29"
"ENSG00000230208\tIFNNP1"
"ENSG00000233425\tKRT18P67"
"ENSG00000285880\t"
"ENSG00000197142\tACSL5"
"ENSG00000189077\tTMEM120A"
"ENSG00000283050\tGTF2IP12"
"ENSG00000239306\tRBM14"
"ENSG00000203279\t"
"ENSG00000117697\tNSL1"
"ENSG00000255033\tSERPINA15P"
"ENSG00000250896\tRNPS1P1"
"ENSG00000163064\tEN1"
"ENSG00000228323\tMYADM-AS1"
"ENSG00000160785\tSLC25A44"
"ENSG00000106560\tGIMAP2"
"ENSG00000281711\t"
"ENSG00000288340\t"
"ENSG00000291264\t"
"ENSG00000228021\t"
"LRG_271\tSOX10"
"ENSG00000232239\tRBPJP5"
"ENSG00000115616\tSLC9A2"
"ENSG00000279141\tLINC01451"
"LRG_675\tSALL4"
"ENSG00000219280\tVN1R8P"
"ENSG00000291216\t"
"ENSG00000265322\tMIR3118-2"
"ENSG00000292420\t"
"ENSG00000291099\t"
"ENSG00000137656\tBUD13"
"ENSG00000284030\tLILRP2"
"ENSG00000105339\tDENND3"
"ENSG00000104848\tKCNA7"
"ENSG00000244159\tRPS27AP13"
"ENSG00000259349\tAPPBP2-DT"
"ENSG00000204681\tGABBR1"
"ENSG00000280218\tVN1R84P"
"ENSG00000282496\tHSPD1P3"
"ENSG00000271974\tRDM1P4"
"ENSG00000131797\tCLUHP3"
"ENSG00000224566\tCIAO2AP2"
"ENSG00000260037\t"
"ENSG00000229402\t"
"ENSG00000265987\t"
"ENSG00000204471\tTBC1D3P4"
"ENSG00000202199\tRNU1-115P"
"ENSG00000118017\tA4GNT"
"ENSG00000211454\tAKR7L"
"ENSG00000155304\tHSPA13"
"ENSG00000130475\tFCHO1"
"ENSG00000179454\tKLHL28"
"ENSG00000221381\tSNORD88B"
"ENSG00000109390\tNDUFC1"
"ENSG00000143450\tOAZ3"
"ENSG00000237479\t"
"ENSG00000282707\t"
"ENSG00000145349\tCAMK2D"
"ENSG00000165023\tDIRAS2"
"ENSG00000290708\tSSX9P"
"ENSG00000194297\tRNU1-75P"
"ENSG00000243417\tRPS3AP18"
"ENSG00000275698\tY_RNA"
"LRG_1236\tGRM6"
"ENSG00000232714\tMTND3P8"
"ENSG00000236336\tCDYL-AS1"
"ENSG00000203809\tLIN28B-AS1"
"ENSG00000275981\t"
"ENSG00000216901\tZNF603P"
"ENSG00000130054\tNALF2"
"ENSG00000251136\tPARAIL"
"ENSG00000230224\tPHB1P9"
"ENSG00000123091\tRNF11"
"ENSG00000289842\t"
"ENSG00000281862\tFAM90A23"
"ENSG00000234496\tMRPS21P1"
"ENSG00000230082\tPRRT3-AS1"
"ENSG00000291980\tNOTCH2NLR"
"ENSG00000259774\t"
"ENSG00000251214\t"
"ENSG00000234584\t"
"ENSG00000285974\t"
"ENSG00000290471\t"
"ENSG00000263618\t"
"ENSG00000282416\t"
"ENSG00000226264\tHLA-DMB"
"ENSG00000237358\t"
"ENSG00000230027\t"
"ENSG00000276599\tRNA5SP411"
"ENSG00000277110\tTRBV6-5"
"ENSG00000227885\t"
"ENSG00000224970\t"
"ENSG00000289523\t"
"ENSG00000212333\tRNA5SP213"
"ENSG00000282778\tIGHJ2P"
"ENSG00000279875\t"
"ENSG00000185038\tMROH2A"
"ENSG00000287893\t"
"ENSG00000284120\tKIR2DS1"
"ENSG00000291872\tIFNL1"
"ENSG00000207448\tRNU6-520P"
"ENSG00000242362\tCT47A2"
"ENSG00000212266\t"
"ENSG00000258162\t"
"ENSG00000274392\t"
"ENSG00000254226\tLINC01933"
"ENSG00000157764\tBRAF"
"ENSG00000249909\tCYCTP"
"ENSG00000219384\t"
"ENSG00000093072\tADA2"
"ENSG00000115641\tFHL2"
"ENSG00000282973\t"
"ENSG00000226803\tZNF451-AS1"
"ENSG00000280402\t"
"ENSG00000252691\t"
"ENSG00000233360\tPDXP-DT"
"ENSG00000251165\tF11-AS1"
"ENSG00000147168\tIL2RG"
"ENSG00000231019\tLINC00373"
"ENSG00000230881\t"
"ENSG00000271563\tHIRAP1"
"ENSG00000105383\tCD33"
"ENSG00000227120\t"
"ENSG00000285665\tTOP1P1"
